orderparam,pmf
-1.0011764705882356,4.928617011416761
-0.9847058823529412,4.996641240092624
-0.9682352941176472,5.145785275647851
-1.0317647058823534,5.30895792226004
-1.0152941176470591,5.2887251669619815
-0.9988235294117648,5.190891539844664
-0.9823529411764708,5.152569253528112
-0.9658823529411766,5.145785275647851
-0.9494117647058826,5.125884878393991
-0.9329411764705884,5.1018465640240205
-0.9164705882352944,5.068225532364131
-0.9000000000000002,5.053716851873419
-0.8835294117647061,5.067751953245394
-0.867058823529412,5.09536540177925
-0.8505882352941179,5.089199309684425
-0.8341176470588239,5.143361831628161
-0.8176470588235296,5.233097726515679
-0.8011764705882356,5.3273348781757655
-0.7847058823529414,5.50559555275058
-0.7682352941176473,5.699963809650109
-0.8317647058823532,6.115815568475806
-0.8152941176470592,6.067433662830345
-0.7988235294117649,5.967313638899017
-0.7823529411764709,5.82230886238326
-0.7658823529411767,5.699963809650109
-0.7494117647058827,5.670789298303257
-0.7329411764705885,5.612783735255568
-0.7164705882352944,5.48525593787671
-0.7000000000000003,5.325869731502916
-0.6835294117647062,5.2082237979410175
-0.667058823529412,5.198999985970071
-0.6505882352941179,5.203594041331858
-0.6341176470588239,5.234719295113448
-0.6176470588235297,5.3674390251137245
-0.6011764705882356,5.535526551046718
-0.5847058823529414,5.734035561970469
-0.5682352941176474,6.022687447252926
-0.6317647058823532,5.130247380025663
-0.6152941176470592,5.212705037836265
-0.598823529411765,5.435310295599454
-0.582352941176471,5.739543372288449
-0.5658823529411767,6.022687447252926
-0.5494117647058827,6.389191981561421
-0.5329411764705886,6.73488563280336
-0.5164705882352945,7.209310028501796
-0.5000000000000003,7.775696765634656
-0.4835294117647062,8.092570348010767
-0.4670588235294121,8.268200859091468
-0.450588235294118,8.468658399961514
-0.4341176470588239,8.858243266999876
-0.4176470588235297,9.318880807788576
-0.4011764705882356,9.427501154268034
-0.3847058823529415,9.427501154268034
-0.3682352941176474,10.386343908574556
-0.4317647058823533,9.174090669015657
-0.4152941176470592,9.489389040507527
-0.3988235294117651,9.78208343493908
-0.3823529411764709,10.020483790229378
-0.3658823529411768,10.386343908574556
-0.3494117647058827,10.685402390331989
-0.3329411764705886,11.031399166025466
-0.3164705882352945,11.27061915592694
-0.3000000000000004,11.24322294989921
-0.2835294117647062,11.563381339230386
-0.2670588235294121,12.34513278278684
-0.250588235294118,12.436969977177428
-0.2341176470588239,12.195409070708138
-0.2176470588235298,12.163197847796106
-0.2011764705882356,12.265579786488374
-0.1847058823529415,12.103571876317552
-0.1682352941176474,12.304029417187596
-0.2317647058823533,11.744386484722996
-0.2152941176470592,11.808273774231784
-0.1988235294117651,11.967614790895832
-0.182352941176471,12.134721983267792
-0.1658823529411768,12.304029417187596
-0.1494117647058827,12.42148506366896
-0.1329411764705886,12.540321385334089
-0.1164705882352945,12.720012391118386
-0.1000000000000004,12.937739619424882
-0.0835294117647063,13.100432392873792
-0.0670588235294122,13.368475992541688
-0.050588235294118,13.477096339021148
-0.0341176470588239,13.84822237152167
-0.0176470588235298,14.022987996169324
-0.0011764705882357,13.84822237152167
0.0152941176470583,13.95886568259342
0.0317647058823525,14.35978076433351
-0.0317647058823533,13.830734159892474
-0.0152941176470592,13.999653328789408
0.0011764705882348,14.150618330738505
0.0176470588235289,14.258425904240609
0.034117647058823,14.359780764333507
0.0505882352941171,14.45089625966552
0.0670588235294113,14.561539570737269
0.0835294117647054,14.666523512234116
0.0999999999999995,14.769132077125782
0.1164705882352936,14.761997111607316
0.1329411764705877,14.903869810424148
0.1494117647058818,14.976520525055191
0.1658823529411759,15.014292767961145
0.1823529411764701,15.144531452571751
0.1988235294117642,15.139164186540215
0.2152941176470583,15.177791949248538
0.2317647058823524,15.260202325125135
0.1682352941176465,15.277166762917837
0.1847058823529406,15.229297766045669
0.2011764705882348,15.246519139927006
0.2176470588235288,15.233694557219566
0.234117647058823,15.260202325125135
0.250588235294117,15.2689167052655
0.2670588235294112,15.261935033569
0.2835294117647053,15.26774739674489
0.2999999999999994,15.234798843912008
0.3164705882352935,15.20410207478774
0.3329411764705876,15.209374343709191
0.3494117647058817,15.20096096469932
0.3658823529411758,15.193695478312764
0.3823529411764699,15.240351190717156
0.398823529411764,15.259625873701353
0.4152941176470581,15.248777957798808
0.4317647058823522,15.376367743224346
0.3682352941176463,15.868713368133877
0.3847058823529404,15.68851554607061
0.4011764705882345,15.560843924403574
0.4176470588235286,15.621266263464952
0.4341176470588228,15.376367743224346
0.4505882352941169,15.41179263056781
0.4670588235294111,15.255304730105486
0.4835294117647052,15.028409487257804
0.4999999999999993,14.768372270443487
0.5164705882352935,14.537841826956118
0.5329411764705876,14.330557424571907
0.5494117647058818,14.126386084262244
0.5658823529411758,13.903396021829906
0.5823529411764701,13.720004454084188
0.5988235294117641,13.590348317297911
0.6152941176470583,13.544448614544908
0.6317647058823523,13.561921822983129
0.5682352941176465,14.59480486075805
0.5847058823529405,14.404674989128075
0.6011764705882348,14.14075039800046
0.6176470588235288,13.80884731047216
0.634117647058823,13.561921822983129
0.650588235294117,13.314586961627404
0.6670588235294113,13.200377441941418
0.6835294117647054,13.106602806818955
0.6999999999999995,13.015555643707115
0.7164705882352936,13.006610799662004
0.7329411764705878,12.982047658039486
0.749411764705882,12.966120385220227
0.765882352941176,13.013346190843627
0.7823529411764703,13.039263491656854
0.7988235294117643,13.039263491656854
0.8152941176470585,13.088638757415792
0.8317647058823525,13.220106479819894
0.7682352941176467,13.303924705442231
0.7847058823529407,13.233867822897864
0.8011764705882348,13.24278148752447
0.817647058823529,13.26457026464204
0.834117647058823,13.220106479819894
0.8505882352941172,13.24902128551151
0.8670588235294112,13.272430224151528
0.8835294117647053,13.313216399539634
0.8999999999999995,13.41739405205325
0.9164705882352936,13.493391451143674
0.9329411764705876,13.544389048929386
0.9494117647058816,13.615766095080373
0.965882352941176,13.641250400546149
0.98235294117647,13.669223131397317
0.998823529411764,13.7731606749355
1.0152941176470582,13.771875318449856
1.0317647058823525,13.833362573358908
0.9682352941176464,13.574460161901396
0.9847058823529404,13.675318020714132
1.001176470588235,13.769933230781977
1.017647058823529,13.794588990626195
1.0341176470588227,13.833362573358908
1.050588235294117,13.894354489012963
1.067058823529411,13.861346847124146
1.083529411764705,13.839045565576804
1.0999999999999992,13.903297670192035
1.1164705882352934,13.981640381665942
1.1329411764705872,14.014574117816444
1.1494117647058817,14.04504868091281
1.1658823529411757,14.097009066792095
1.1823529411764695,14.22592789472515
1.1988235294117635,14.248674999411168
1.215294117647058,14.232799510697944
1.2317647058823522,14.24725707926546
